,video,frame,path,number_of_cells,centers_x,centers_y,radius,index_trajectoriessplit,number_of_cells_corrected
16304,E49,32,E49/Frame032.png,1,[249],[235],[103],,1
16305,E49,33,E49/Frame033.png,1,[249],[235],[103],,1
16306,E49,34,E49/Frame034.png,1,[249],[235],[103],,1
16307,E49,35,E49/Frame035.png,1,[249],[235],[103],,1
16308,E49,36,E49/Frame036.png,1,[249],[236],[103],,1
16309,E49,37,E49/Frame037.png,2,"[258, 251]","[192, 278]","[84, 79]",,2
16310,E49,38,E49/Frame038.png,2,"[259, 238]","[190, 266]","[82, 80]",,2
16311,E49,39,E49/Frame039.png,2,"[260, 236]","[189, 265]","[81, 81]",,2
16312,E49,40,E49/Frame040.png,2,"[261, 233]","[188, 262]","[80, 82]",,2
16313,E49,41,E49/Frame041.png,2,"[263, 232]","[188, 263]","[80, 82]",,2
16314,E49,42,E49/Frame042.png,2,"[265, 232]","[188, 263]","[80, 83]",,2
16315,E49,43,E49/Frame043.png,2,"[268, 230]","[189, 262]","[80, 83]",,2
16316,E49,44,E49/Frame044.png,2,"[272, 228]","[190, 261]","[78, 83]",,2
16317,E49,45,E49/Frame045.png,2,"[278, 224]","[191, 257]","[77, 83]",,2
16318,E49,46,E49/Frame046.png,2,"[283, 220]","[192, 254]","[76, 82]",,2
16319,E49,47,E49/Frame047.png,2,"[288, 217]","[193, 251]","[74, 81]",,2
16320,E49,48,E49/Frame048.png,2,"[291, 214]","[195, 248]","[74, 80]",,2
16321,E49,49,E49/Frame049.png,2,"[294, 212]","[198, 247]","[75, 79]",,2
16322,E49,50,E49/Frame050.png,2,"[295, 213]","[201, 248]","[77, 79]",,2
16323,E49,51,E49/Frame051.png,2,"[295, 213]","[203, 249]","[78, 79]",,2
16324,E49,52,E49/Frame052.png,2,"[295, 213]","[206, 250]","[79, 79]",,2
16325,E49,53,E49/Frame053.png,2,"[294, 214]","[207, 251]","[79, 80]",,2
16326,E49,54,E49/Frame054.png,2,"[294, 214]","[208, 251]","[79, 80]",,2
16327,E49,55,E49/Frame055.png,2,"[294, 214]","[208, 252]","[79, 80]",,2
16328,E49,56,E49/Frame056.png,2,"[294, 214]","[209, 252]","[78, 80]",,2
16329,E49,57,E49/Frame057.png,2,"[294, 214]","[209, 253]","[77, 80]",,2
16330,E49,58,E49/Frame058.png,2,"[294, 214]","[209, 253]","[77, 80]",,2
16331,E49,59,E49/Frame059.png,2,"[294, 214]","[209, 254]","[78, 80]",,2
16332,E49,60,E49/Frame060.png,2,"[294, 214]","[208, 254]","[78, 80]",,2
16333,E49,61,E49/Frame061.png,2,"[293, 214]","[207, 254]","[78, 80]",,2
16334,E49,62,E49/Frame062.png,2,"[293, 214]","[207, 255]","[78, 80]",,2
16335,E49,63,E49/Frame063.png,2,"[293, 214]","[207, 255]","[78, 80]",,2
16336,E49,64,E49/Frame064.png,2,"[292, 214]","[206, 256]","[78, 80]",,2
16337,E49,65,E49/Frame065.png,2,"[291, 213]","[207, 257]","[77, 79]",,2
16338,E49,66,E49/Frame066.png,2,"[291, 212]","[206, 257]","[78, 79]",,2
16339,E49,67,E49/Frame067.png,2,"[290, 212]","[206, 258]","[78, 79]",,2
16340,E49,68,E49/Frame068.png,2,"[290, 212]","[206, 258]","[78, 79]",,2
16341,E49,69,E49/Frame069.png,2,"[290, 212]","[206, 258]","[78, 79]",,2
16342,E49,70,E49/Frame070.png,2,"[290, 212]","[206, 257]","[77, 79]",,2
16343,E49,71,E49/Frame071.png,2,"[290, 212]","[206, 257]","[78, 80]",,2
16344,E49,72,E49/Frame072.png,2,"[290, 212]","[206, 257]","[77, 80]",,2
16345,E49,73,E49/Frame073.png,2,"[290, 211]","[206, 257]","[77, 80]",,2
16346,E49,74,E49/Frame074.png,2,"[290, 211]","[207, 257]","[77, 79]",,2
16347,E49,75,E49/Frame075.png,2,"[290, 211]","[207, 257]","[76, 79]",,2
16348,E49,76,E49/Frame076.png,2,"[291, 211]","[208, 257]","[75, 79]",,2
16349,E49,77,E49/Frame077.png,2,"[291, 211]","[208, 257]","[75, 79]",,2
16350,E49,78,E49/Frame078.png,2,"[291, 211]","[208, 256]","[76, 79]",,2
16351,E49,79,E49/Frame079.png,2,"[292, 211]","[208, 256]","[76, 80]",,2
16352,E49,80,E49/Frame080.png,2,"[292, 211]","[208, 255]","[76, 80]",,2
16353,E49,81,E49/Frame081.png,2,"[291, 211]","[207, 255]","[76, 80]",,2
16354,E49,82,E49/Frame082.png,2,"[291, 211]","[207, 255]","[76, 80]",,2
16355,E49,83,E49/Frame083.png,2,"[291, 211]","[206, 255]","[76, 79]",,2
16356,E49,84,E49/Frame084.png,2,"[291, 211]","[206, 255]","[76, 79]",,2
16357,E49,85,E49/Frame085.png,2,"[291, 210]","[206, 255]","[76, 79]",,2
16358,E49,86,E49/Frame086.png,2,"[292, 210]","[206, 255]","[76, 79]",,2
16359,E49,87,E49/Frame087.png,2,"[292, 210]","[207, 255]","[75, 79]",,2
16360,E49,88,E49/Frame088.png,2,"[292, 210]","[207, 255]","[74, 79]",,2
16361,E49,89,E49/Frame089.png,2,"[293, 210]","[207, 255]","[75, 79]",,2
16362,E49,90,E49/Frame090.png,2,"[293, 211]","[207, 255]","[74, 79]",,2
16363,E49,91,E49/Frame091.png,2,"[294, 211]","[207, 255]","[74, 79]",,2
16364,E49,92,E49/Frame092.png,2,"[294, 211]","[207, 255]","[74, 78]",,2
16365,E49,93,E49/Frame093.png,2,"[295, 211]","[207, 254]","[73, 79]",,2
16366,E49,94,E49/Frame094.png,2,"[295, 211]","[206, 254]","[73, 78]",,2
16367,E49,95,E49/Frame095.png,2,"[295, 211]","[206, 254]","[73, 79]",,2
16368,E49,96,E49/Frame096.png,2,"[295, 211]","[206, 254]","[73, 79]",,2
16369,E49,97,E49/Frame097.png,2,"[295, 211]","[206, 254]","[73, 79]",,2
16370,E49,98,E49/Frame098.png,2,"[295, 211]","[205, 254]","[72, 79]",,2
16371,E49,99,E49/Frame099.png,2,"[294, 211]","[205, 254]","[73, 79]",,2
16372,E49,100,E49/Frame100.png,2,"[293, 211]","[205, 254]","[74, 79]",,2
16373,E49,101,E49/Frame101.png,2,"[293, 211]","[204, 254]","[73, 79]",,2
16374,E49,102,E49/Frame102.png,2,"[292, 211]","[204, 254]","[74, 79]",,2
16375,E49,103,E49/Frame103.png,2,"[292, 211]","[204, 254]","[75, 79]",,2
16376,E49,104,E49/Frame104.png,2,"[292, 211]","[204, 254]","[75, 79]",,2
16377,E49,105,E49/Frame105.png,2,"[291, 211]","[204, 254]","[75, 79]",,2
16378,E49,106,E49/Frame106.png,2,"[291, 211]","[204, 254]","[76, 79]",,2
16379,E49,107,E49/Frame107.png,2,"[291, 211]","[204, 254]","[75, 79]",,2
16380,E49,108,E49/Frame108.png,2,"[291, 211]","[204, 254]","[75, 79]",,2
16381,E49,109,E49/Frame109.png,2,"[290, 211]","[203, 254]","[76, 79]",,2
16382,E49,110,E49/Frame110.png,2,"[290, 211]","[203, 253]","[76, 79]",,2
16383,E49,111,E49/Frame111.png,2,"[290, 211]","[204, 253]","[75, 79]",,2
16384,E49,112,E49/Frame112.png,2,"[290, 211]","[204, 253]","[76, 79]",,2
16385,E49,113,E49/Frame113.png,2,"[290, 211]","[204, 253]","[75, 79]",,2
16386,E49,114,E49/Frame114.png,2,"[291, 211]","[204, 254]","[75, 79]",,2
16387,E49,115,E49/Frame115.png,2,"[291, 210]","[205, 254]","[74, 79]",,2
16388,E49,116,E49/Frame116.png,2,"[291, 210]","[205, 254]","[75, 79]",,2
16389,E49,117,E49/Frame117.png,2,"[291, 210]","[204, 254]","[75, 79]",,2
16390,E49,118,E49/Frame118.png,2,"[291, 210]","[204, 254]","[75, 79]",,2
16391,E49,119,E49/Frame119.png,2,"[291, 210]","[203, 254]","[75, 79]",,2
16392,E49,120,E49/Frame120.png,2,"[291, 210]","[203, 254]","[75, 79]",,2
16393,E49,121,E49/Frame121.png,2,"[291, 210]","[203, 254]","[74, 79]",,2
16394,E49,122,E49/Frame122.png,2,"[291, 210]","[203, 254]","[74, 79]",,2
16395,E49,123,E49/Frame123.png,2,"[291, 210]","[204, 254]","[73, 79]",,2
16396,E49,124,E49/Frame124.png,2,"[292, 211]","[204, 254]","[74, 79]",,2
16397,E49,125,E49/Frame125.png,2,"[292, 211]","[204, 254]","[74, 79]",,2
16398,E49,126,E49/Frame126.png,2,"[291, 211]","[204, 255]","[75, 79]",,2
16399,E49,127,E49/Frame127.png,2,"[291, 211]","[204, 255]","[75, 79]",,2
16400,E49,128,E49/Frame128.png,2,"[291, 211]","[203, 255]","[76, 79]",,2
16401,E49,129,E49/Frame129.png,2,"[291, 211]","[203, 255]","[76, 79]",,2
16402,E49,130,E49/Frame130.png,2,"[291, 211]","[203, 255]","[75, 79]",,2
16403,E49,131,E49/Frame131.png,2,"[292, 211]","[203, 254]","[75, 79]",,2
16404,E49,132,E49/Frame132.png,2,"[292, 211]","[203, 254]","[75, 79]",,2
16405,E49,133,E49/Frame133.png,2,"[292, 211]","[204, 253]","[75, 80]",,2
16406,E49,134,E49/Frame134.png,2,"[292, 211]","[204, 253]","[74, 80]",,2
16407,E49,135,E49/Frame135.png,2,"[293, 211]","[205, 253]","[75, 80]",,2
16408,E49,136,E49/Frame136.png,2,"[293, 211]","[205, 253]","[75, 79]",,2
16409,E49,137,E49/Frame137.png,2,"[293, 211]","[205, 253]","[75, 80]",,2
16410,E49,138,E49/Frame138.png,2,"[293, 212]","[205, 253]","[74, 80]",,2
16411,E49,139,E49/Frame139.png,2,"[294, 212]","[205, 253]","[74, 80]",,2
16412,E49,140,E49/Frame140.png,2,"[294, 212]","[205, 253]","[73, 80]",,2
16413,E49,141,E49/Frame141.png,2,"[294, 212]","[205, 253]","[73, 80]",,2
16414,E49,142,E49/Frame142.png,2,"[295, 212]","[206, 253]","[72, 80]",,2
16415,E49,143,E49/Frame143.png,2,"[295, 212]","[206, 253]","[72, 80]",,2
16416,E49,144,E49/Frame144.png,2,"[296, 212]","[206, 253]","[72, 79]",,2
16417,E49,145,E49/Frame145.png,2,"[296, 212]","[206, 253]","[72, 79]",,2
16418,E49,146,E49/Frame146.png,2,"[295, 212]","[206, 253]","[73, 79]",,2
16419,E49,147,E49/Frame147.png,2,"[295, 212]","[206, 254]","[74, 79]",,2
16420,E49,148,E49/Frame148.png,2,"[294, 212]","[206, 254]","[74, 79]",,2
16421,E49,149,E49/Frame149.png,2,"[294, 212]","[205, 254]","[75, 79]",,2
16422,E49,150,E49/Frame150.png,2,"[293, 212]","[204, 254]","[75, 79]",,2
16423,E49,151,E49/Frame151.png,2,"[292, 212]","[204, 254]","[75, 79]",,2
16424,E49,152,E49/Frame152.png,2,"[292, 212]","[204, 254]","[75, 79]",,2
16425,E49,153,E49/Frame153.png,2,"[291, 212]","[204, 254]","[75, 79]",,2
16426,E49,154,E49/Frame154.png,2,"[291, 212]","[204, 254]","[75, 79]",,2
16427,E49,155,E49/Frame155.png,2,"[291, 212]","[204, 254]","[75, 79]",,2
16428,E49,156,E49/Frame156.png,2,"[292, 212]","[204, 254]","[75, 79]",,2
16429,E49,157,E49/Frame157.png,2,"[292, 212]","[204, 254]","[75, 80]",,2
16430,E49,158,E49/Frame158.png,2,"[292, 213]","[204, 254]","[76, 79]",,2
16431,E49,159,E49/Frame159.png,2,"[292, 213]","[204, 254]","[76, 79]",,2
16432,E49,160,E49/Frame160.png,2,"[292, 213]","[204, 254]","[76, 79]",,2
16433,E49,161,E49/Frame161.png,2,"[292, 213]","[205, 254]","[75, 80]",,2
16434,E49,162,E49/Frame162.png,2,"[292, 214]","[205, 254]","[75, 80]",,2
16435,E49,163,E49/Frame163.png,2,"[293, 214]","[205, 254]","[75, 80]",,2
16436,E49,164,E49/Frame164.png,2,"[293, 214]","[206, 254]","[74, 80]",,2
16437,E49,165,E49/Frame165.png,2,"[294, 214]","[206, 254]","[74, 80]",,2
16438,E49,166,E49/Frame166.png,2,"[294, 214]","[206, 254]","[74, 80]",,2
16439,E49,167,E49/Frame167.png,2,"[294, 214]","[206, 254]","[74, 80]",,2
16440,E49,168,E49/Frame168.png,2,"[293, 214]","[206, 254]","[74, 81]",,2
16441,E49,169,E49/Frame169.png,2,"[293, 214]","[207, 254]","[73, 81]",,2
16442,E49,170,E49/Frame170.png,2,"[293, 214]","[207, 254]","[73, 81]",,2
16443,E49,171,E49/Frame171.png,2,"[293, 214]","[207, 254]","[73, 81]",,2
16444,E49,172,E49/Frame172.png,2,"[293, 214]","[207, 254]","[74, 80]",,2
16445,E49,173,E49/Frame173.png,2,"[293, 214]","[207, 255]","[74, 80]",,2
16446,E49,174,E49/Frame174.png,2,"[293, 214]","[207, 255]","[74, 80]",,2
16447,E49,175,E49/Frame175.png,2,"[293, 214]","[207, 255]","[74, 80]",,2
16448,E49,176,E49/Frame176.png,2,"[293, 214]","[207, 255]","[74, 80]",,2
16449,E49,177,E49/Frame177.png,2,"[293, 214]","[207, 255]","[74, 80]",,2
16450,E49,178,E49/Frame178.png,2,"[293, 214]","[208, 255]","[74, 80]",,2
16451,E49,179,E49/Frame179.png,2,"[293, 214]","[208, 255]","[73, 81]",,2
16452,E49,180,E49/Frame180.png,2,"[293, 214]","[208, 255]","[73, 81]",,2
16453,E49,181,E49/Frame181.png,2,"[293, 214]","[208, 255]","[73, 81]",,2
16454,E49,182,E49/Frame182.png,2,"[293, 214]","[208, 255]","[72, 81]",,2
16455,E49,183,E49/Frame183.png,2,"[292, 214]","[208, 254]","[73, 81]",,2
16456,E49,184,E49/Frame184.png,2,"[292, 214]","[207, 254]","[74, 81]",,2
16457,E49,185,E49/Frame185.png,2,"[292, 213]","[207, 254]","[74, 81]",,2
16458,E49,186,E49/Frame186.png,2,"[292, 213]","[207, 254]","[75, 81]",,2
16459,E49,187,E49/Frame187.png,2,"[291, 213]","[207, 255]","[75, 81]",,2
16460,E49,188,E49/Frame188.png,2,"[291, 212]","[207, 255]","[75, 81]",,2
16461,E49,189,E49/Frame189.png,2,"[290, 212]","[207, 256]","[75, 80]",,2
16462,E49,190,E49/Frame190.png,2,"[290, 212]","[207, 256]","[75, 80]",,2
16463,E49,191,E49/Frame191.png,2,"[290, 212]","[207, 256]","[75, 80]",,2
16464,E49,192,E49/Frame192.png,2,"[289, 212]","[207, 257]","[76, 80]",,2
16465,E49,193,E49/Frame193.png,2,"[289, 212]","[207, 257]","[76, 80]",,2
16466,E49,194,E49/Frame194.png,2,"[289, 211]","[207, 257]","[76, 80]",,2
16467,E49,195,E49/Frame195.png,2,"[289, 211]","[207, 256]","[76, 80]",,2
16468,E49,196,E49/Frame196.png,2,"[289, 211]","[207, 256]","[76, 80]",,2
16469,E49,197,E49/Frame197.png,2,"[289, 211]","[207, 256]","[76, 81]",,2
16470,E49,198,E49/Frame198.png,2,"[289, 211]","[207, 255]","[75, 81]",,2
16471,E49,199,E49/Frame199.png,2,"[289, 211]","[207, 256]","[74, 80]",,2
16472,E49,200,E49/Frame200.png,2,"[289, 210]","[207, 256]","[74, 80]",,2
16473,E49,201,E49/Frame201.png,2,"[289, 210]","[206, 256]","[74, 80]",,2
16474,E49,202,E49/Frame202.png,2,"[289, 210]","[206, 256]","[74, 80]",,2
16475,E49,203,E49/Frame203.png,2,"[290, 209]","[205, 256]","[74, 79]",,2
16476,E49,204,E49/Frame204.png,2,"[290, 209]","[205, 256]","[74, 80]",,2
16477,E49,205,E49/Frame205.png,2,"[291, 208]","[205, 256]","[73, 79]",,2
16478,E49,206,E49/Frame206.png,2,"[292, 208]","[205, 256]","[73, 79]",,2
16479,E49,207,E49/Frame207.png,2,"[292, 209]","[205, 256]","[73, 79]",,2
16480,E49,208,E49/Frame208.png,2,"[293, 209]","[204, 256]","[73, 79]",,2
16481,E49,209,E49/Frame209.png,2,"[294, 210]","[204, 256]","[73, 80]",,2
16482,E49,210,E49/Frame210.png,2,"[294, 211]","[204, 256]","[73, 80]",,2
16483,E49,211,E49/Frame211.png,2,"[293, 211]","[204, 256]","[73, 80]",,2
16484,E49,212,E49/Frame212.png,2,"[293, 211]","[204, 256]","[73, 80]",,2
16485,E49,213,E49/Frame213.png,2,"[293, 211]","[203, 256]","[74, 80]",,2
16486,E49,214,E49/Frame214.png,2,"[293, 210]","[203, 255]","[74, 80]",,2
16487,E49,215,E49/Frame215.png,2,"[293, 210]","[203, 254]","[75, 80]",,2
16488,E49,216,E49/Frame216.png,3,"[208, 266, 309]","[253, 195, 217]","[79, 65, 63]",,3
16489,E49,217,E49/Frame217.png,4,"[266, 306, 185, 234]","[198, 215, 216, 295]","[65, 65, 59, 55]",,4
16490,E49,218,E49/Frame218.png,4,"[266, 304, 186, 233]","[202, 213, 218, 292]","[64, 66, 59, 58]",,4
16491,E49,219,E49/Frame219.png,4,"[265, 303, 188, 232]","[206, 211, 219, 290]","[63, 66, 58, 60]",,4
16492,E49,220,E49/Frame220.png,4,"[265, 303, 189, 231]","[209, 210, 220, 287]","[63, 66, 57, 62]",,4
16493,E49,221,E49/Frame221.png,4,"[265, 303, 191, 230]","[212, 210, 219, 285]","[62, 65, 58, 63]",,4
16494,E49,222,E49/Frame222.png,4,"[265, 303, 192, 229]","[214, 211, 218, 284]","[62, 65, 59, 64]",,4
16495,E49,223,E49/Frame223.png,4,"[264, 304, 195, 228]","[215, 213, 215, 282]","[61, 65, 60, 65]",,4
16496,E49,224,E49/Frame224.png,4,"[265, 304, 197, 227]","[215, 215, 212, 282]","[62, 65, 62, 64]",,4
16497,E49,225,E49/Frame225.png,4,"[265, 304, 199, 227]","[215, 216, 209, 282]","[62, 65, 63, 64]",,4
16498,E49,226,E49/Frame226.png,4,"[264, 304, 200, 226]","[215, 218, 207, 282]","[62, 65, 64, 63]",,4
16499,E49,227,E49/Frame227.png,4,"[264, 304, 201, 226]","[216, 219, 206, 282]","[62, 65, 64, 63]",,4
16500,E49,228,E49/Frame228.png,4,"[263, 303, 200, 226]","[217, 220, 206, 282]","[63, 65, 63, 63]",,4
16501,E49,229,E49/Frame229.png,4,"[263, 303, 200, 226]","[217, 221, 206, 282]","[62, 64, 63, 63]",,4
16502,E49,230,E49/Frame230.png,4,"[262, 303, 200, 226]","[217, 222, 206, 282]","[62, 64, 63, 63]",,4
16503,E49,231,E49/Frame231.png,4,"[262, 303, 199, 226]","[216, 223, 206, 281]","[62, 64, 62, 63]",,4
16504,E49,232,E49/Frame232.png,4,"[261, 303, 199, 227]","[215, 224, 206, 281]","[61, 63, 62, 63]",,4
16505,E49,233,E49/Frame233.png,4,"[262, 302, 198, 227]","[213, 225, 206, 282]","[61, 64, 63, 63]",,4
16506,E49,234,E49/Frame234.png,4,"[262, 302, 198, 227]","[212, 225, 206, 282]","[61, 63, 63, 63]",,4
16507,E49,235,E49/Frame235.png,4,"[262, 301, 198, 227]","[210, 226, 207, 282]","[61, 64, 62, 62]",,4
16508,E49,236,E49/Frame236.png,4,"[263, 301, 197, 226]","[209, 227, 207, 282]","[61, 64, 62, 63]",,4
16509,E49,237,E49/Frame237.png,4,"[264, 301, 197, 226]","[207, 228, 208, 282]","[62, 64, 62, 63]",,4
16510,E49,238,E49/Frame238.png,4,"[266, 301, 196, 225]","[204, 229, 208, 282]","[63, 63, 62, 63]",,4
16511,E49,239,E49/Frame239.png,4,"[267, 300, 196, 223]","[202, 230, 208, 282]","[64, 64, 62, 62]",,4
16512,E49,240,E49/Frame240.png,4,"[268, 300, 195, 222]","[199, 231, 208, 282]","[65, 64, 61, 61]",,4
16513,E49,241,E49/Frame241.png,4,"[269, 299, 194, 221]","[197, 233, 207, 282]","[65, 64, 61, 60]",,4
16514,E49,242,E49/Frame242.png,4,"[270, 299, 192, 220]","[194, 233, 207, 283]","[65, 64, 60, 59]",,4
16515,E49,243,E49/Frame243.png,4,"[270, 298, 191, 220]","[193, 234, 208, 283]","[65, 64, 60, 59]",,4
16516,E49,244,E49/Frame244.png,4,"[270, 298, 190, 221]","[191, 234, 208, 283]","[64, 64, 60, 59]",,4
16517,E49,245,E49/Frame245.png,4,"[270, 297, 189, 221]","[189, 236, 208, 283]","[64, 64, 60, 59]",,4
16518,E49,246,E49/Frame246.png,4,"[270, 297, 188, 222]","[187, 237, 209, 283]","[63, 64, 60, 59]",,4
16519,E49,247,E49/Frame247.png,4,"[270, 296, 187, 222]","[185, 238, 209, 282]","[63, 65, 60, 59]",,4
16520,E49,248,E49/Frame248.png,4,"[270, 295, 187, 222]","[183, 239, 210, 282]","[62, 65, 60, 60]",,4
16521,E49,249,E49/Frame249.png,4,"[270, 295, 186, 222]","[181, 240, 210, 281]","[61, 65, 60, 60]",,4
16522,E49,250,E49/Frame250.png,4,"[270, 295, 186, 222]","[179, 241, 211, 280]","[61, 64, 60, 60]",,4
16523,E49,251,E49/Frame251.png,4,"[270, 295, 186, 222]","[177, 241, 212, 279]","[61, 64, 60, 60]",,4
16524,E49,252,E49/Frame252.png,4,"[270, 295, 186, 221]","[176, 242, 212, 278]","[60, 64, 60, 60]",,4
16525,E49,253,E49/Frame253.png,4,"[270, 294, 185, 221]","[176, 243, 213, 278]","[60, 64, 60, 60]",,4
16526,E49,254,E49/Frame254.png,4,"[271, 294, 185, 221]","[175, 243, 213, 277]","[60, 63, 60, 60]",,4
16527,E49,255,E49/Frame255.png,4,"[271, 294, 185, 221]","[175, 244, 214, 277]","[60, 63, 60, 61]",,4
16528,E49,256,E49/Frame256.png,4,"[271, 293, 185, 221]","[175, 244, 214, 276]","[60, 64, 60, 61]",,4
16529,E49,257,E49/Frame257.png,4,"[271, 293, 184, 221]","[175, 245, 215, 275]","[60, 64, 59, 61]",,4
16530,E49,258,E49/Frame258.png,4,"[271, 293, 184, 221]","[174, 245, 216, 274]","[61, 64, 60, 62]",,4
16531,E49,259,E49/Frame259.png,4,"[271, 293, 184, 221]","[174, 246, 216, 273]","[60, 64, 60, 62]",,4
16532,E49,260,E49/Frame260.png,4,"[271, 293, 184, 222]","[174, 246, 217, 272]","[61, 63, 60, 62]",,4
16533,E49,261,E49/Frame261.png,4,"[271, 293, 184, 222]","[174, 246, 218, 272]","[60, 63, 60, 63]",,4
16534,E49,262,E49/Frame262.png,4,"[271, 293, 184, 223]","[173, 246, 218, 272]","[60, 63, 60, 63]",,4
16535,E49,263,E49/Frame263.png,4,"[271, 294, 184, 223]","[173, 246, 219, 272]","[60, 63, 60, 62]",,4
16536,E49,264,E49/Frame264.png,4,"[271, 294, 184, 224]","[173, 246, 219, 272]","[60, 63, 60, 62]",,4
16537,E49,265,E49/Frame265.png,4,"[271, 293, 184, 224]","[173, 247, 219, 272]","[60, 63, 60, 62]",,4
16538,E49,266,E49/Frame266.png,4,"[271, 293, 184, 224]","[173, 247, 219, 272]","[60, 63, 60, 62]",,4
16539,E49,267,E49/Frame267.png,4,"[271, 293, 184, 224]","[173, 248, 219, 272]","[60, 63, 61, 62]",,4
16540,E49,268,E49/Frame268.png,4,"[271, 293, 184, 224]","[173, 249, 219, 272]","[60, 63, 61, 62]",,4
16541,E49,269,E49/Frame269.png,4,"[271, 293, 184, 224]","[173, 249, 220, 272]","[60, 63, 61, 63]",,4
16542,E49,270,E49/Frame270.png,4,"[271, 293, 185, 225]","[173, 249, 221, 271]","[60, 63, 61, 63]",,4
16543,E49,271,E49/Frame271.png,4,"[270, 293, 185, 225]","[173, 249, 222, 271]","[60, 62, 62, 63]",,4
16544,E49,272,E49/Frame272.png,4,"[270, 294, 185, 224]","[173, 249, 223, 271]","[60, 62, 61, 63]",,4
16545,E49,273,E49/Frame273.png,4,"[269, 294, 185, 224]","[173, 249, 223, 270]","[60, 62, 61, 63]",,4
16546,E49,274,E49/Frame274.png,4,"[269, 294, 185, 224]","[173, 249, 224, 270]","[60, 62, 61, 63]",,4
16547,E49,275,E49/Frame275.png,4,"[270, 294, 184, 224]","[173, 249, 224, 270]","[60, 62, 61, 63]",,4
16548,E49,276,E49/Frame276.png,4,"[270, 294, 184, 224]","[173, 250, 223, 270]","[60, 62, 61, 62]",,4
16549,E49,277,E49/Frame277.png,4,"[270, 294, 184, 224]","[174, 250, 223, 270]","[60, 61, 61, 62]",,4
16550,E49,278,E49/Frame278.png,4,"[271, 294, 184, 224]","[174, 250, 223, 270]","[60, 62, 61, 63]",,4
16551,E49,279,E49/Frame279.png,4,"[271, 294, 184, 224]","[175, 250, 223, 270]","[61, 62, 60, 63]",,4
16552,E49,280,E49/Frame280.png,4,"[272, 294, 183, 225]","[175, 251, 223, 270]","[61, 62, 60, 63]",,4
16553,E49,281,E49/Frame281.png,4,"[272, 293, 183, 225]","[176, 251, 224, 270]","[61, 62, 60, 63]",,4
16554,E49,282,E49/Frame282.png,4,"[272, 293, 183, 225]","[176, 251, 224, 270]","[61, 63, 60, 63]",,4
16555,E49,283,E49/Frame283.png,4,"[272, 293, 184, 225]","[176, 251, 224, 270]","[61, 62, 60, 63]",,4
16556,E49,284,E49/Frame284.png,4,"[272, 294, 184, 225]","[176, 251, 224, 270]","[61, 62, 61, 63]",,4
16557,E49,285,E49/Frame285.png,4,"[272, 294, 184, 224]","[176, 250, 224, 270]","[62, 62, 61, 63]",,4
16558,E49,286,E49/Frame286.png,4,"[271, 295, 184, 224]","[177, 250, 223, 269]","[62, 61, 61, 63]",,4
16559,E49,287,E49/Frame287.png,4,"[272, 296, 184, 225]","[176, 249, 223, 269]","[62, 61, 61, 63]",,4
16560,E49,288,E49/Frame288.png,4,"[271, 296, 184, 225]","[176, 249, 223, 268]","[62, 62, 61, 63]",,4
16561,E49,289,E49/Frame289.png,4,"[271, 296, 184, 225]","[176, 249, 223, 268]","[62, 62, 61, 64]",,4
16562,E49,290,E49/Frame290.png,4,"[271, 296, 184, 225]","[176, 249, 223, 268]","[61, 62, 61, 64]",,4
16563,E49,291,E49/Frame291.png,4,"[272, 296, 184, 226]","[177, 249, 223, 269]","[61, 62, 61, 63]",,4
16564,E49,292,E49/Frame292.png,4,"[272, 296, 184, 225]","[177, 249, 224, 269]","[62, 62, 61, 63]",,4
16565,E49,293,E49/Frame293.png,4,"[272, 295, 184, 225]","[177, 249, 224, 269]","[62, 62, 61, 63]",,4
16566,E49,294,E49/Frame294.png,4,"[272, 295, 184, 225]","[178, 249, 224, 270]","[62, 61, 61, 63]",,4
16567,E49,295,E49/Frame295.png,4,"[272, 295, 184, 225]","[177, 249, 224, 270]","[62, 61, 61, 63]",,4
16568,E49,296,E49/Frame296.png,4,"[272, 296, 185, 225]","[177, 249, 225, 270]","[61, 62, 61, 63]",,4
16569,E49,297,E49/Frame297.png,4,"[272, 296, 185, 225]","[176, 249, 225, 271]","[61, 62, 61, 63]",,4
16570,E49,298,E49/Frame298.png,4,"[271, 297, 185, 226]","[176, 249, 226, 271]","[61, 62, 62, 64]",,4
16571,E49,299,E49/Frame299.png,4,"[271, 297, 186, 226]","[176, 249, 227, 271]","[61, 62, 62, 64]",,4
16572,E49,300,E49/Frame300.png,4,"[271, 297, 186, 226]","[176, 249, 227, 270]","[62, 62, 62, 64]",,4
16573,E49,301,E49/Frame301.png,4,"[271, 298, 186, 227]","[177, 249, 227, 270]","[62, 62, 62, 64]",,4
16574,E49,302,E49/Frame302.png,4,"[271, 298, 186, 227]","[177, 249, 227, 271]","[63, 62, 62, 63]",,4
16575,E49,303,E49/Frame303.png,4,"[271, 298, 187, 227]","[178, 249, 227, 272]","[63, 62, 62, 63]",,4
16576,E49,304,E49/Frame304.png,4,"[272, 298, 186, 227]","[178, 249, 226, 272]","[63, 62, 62, 63]",,4
16577,E49,305,E49/Frame305.png,4,"[272, 297, 186, 227]","[178, 249, 226, 273]","[63, 63, 62, 62]",,4
16578,E49,306,E49/Frame306.png,4,"[272, 297, 185, 226]","[178, 249, 226, 273]","[63, 63, 61, 63]",,4
